Financial_Year	http://userannotation/na	Force_Name	http://dbpedia.org/page/Category:Law_enforcement_in_the_United_Kingdom	Offence_Group	http://dbpedia.org/page/Category:Criminology	Force_Offences	http://userannotation/na	Force_No_Crimes	http://userannotation/na
2011/12	http://userannotation/number	Metropolitan Police	http://en.wikipedia.org/wiki/Metropolitan_Police_District	Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	38294	http://userannotation/number	2380	http://userannotation/number
2011/12	http://userannotation/number	Metropolitan Police	http://en.wikipedia.org/wiki/Metropolitan_Police_District	Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	104183	http://userannotation/number	2114	http://userannotation/number
2011/12	http://userannotation/number	Metropolitan Police	http://en.wikipedia.org/wiki/Metropolitan_Police_District	Other offences	http://userannotation/na	10849	http://userannotation/number	717	http://userannotation/number
2011/12	http://userannotation/number	Metropolitan Police	http://en.wikipedia.org/wiki/Metropolitan_Police_District	Other theft offences	http://en.wikipedia.org/wiki/Theft	228511	http://userannotation/number	4594	http://userannotation/number
2011/12	http://userannotation/number	Metropolitan Police	http://en.wikipedia.org/wiki/Metropolitan_Police_District	Robbery	http://en.wikipedia.org/wiki/Robbery	38897	http://userannotation/number	480	http://userannotation/number
2011/12	http://userannotation/number	Metropolitan Police	http://en.wikipedia.org/wiki/Metropolitan_Police_District	Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	3334	http://userannotation/number	400	http://userannotation/number
2011/12	http://userannotation/number	Metropolitan Police	http://en.wikipedia.org/wiki/Metropolitan_Police_District	Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	10121	http://userannotation/number	865	http://userannotation/number
2011/12	http://userannotation/number	Metropolitan Police	http://en.wikipedia.org/wiki/Metropolitan_Police_District	Violence against the person	http://en.wikipedia.org/wiki/Violence	153851	http://userannotation/number	6095	http://userannotation/number
2011/12	http://userannotation/number	Norfolk	http://en.wikipedia.org/wiki/Norfolk_Constabulary	Burglary	http://en.wikipedia.org/wiki/Burglary	4260	http://userannotation/number	115	http://userannotation/number
2011/12	http://userannotation/number	Norfolk	http://en.wikipedia.org/wiki/Norfolk_Constabulary	Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	8825	http://userannotation/number	212	http://userannotation/number
2011/12	http://userannotation/number	Norfolk	http://en.wikipedia.org/wiki/Norfolk_Constabulary	Drug offences	http://en.wikipedia.org/wiki/Drug_offences	2163	http://userannotation/number	81	http://userannotation/number
2011/12	http://userannotation/number	Norfolk	http://en.wikipedia.org/wiki/Norfolk_Constabulary	Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	779	http://userannotation/number	126	http://userannotation/number
2011/12	http://userannotation/number	Norfolk	http://en.wikipedia.org/wiki/Norfolk_Constabulary	Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	3057	http://userannotation/number	89	http://userannotation/number
2011/12	http://userannotation/number	Norfolk	http://en.wikipedia.org/wiki/Norfolk_Constabulary	Other offences	http://userannotation/na	515	http://userannotation/number	81	http://userannotation/number
2011/12	http://userannotation/number	Norfolk	http://en.wikipedia.org/wiki/Norfolk_Constabulary	Other theft offences	http://en.wikipedia.org/wiki/Theft	11715	http://userannotation/number	534	http://userannotation/number
2011/12	http://userannotation/number	Norfolk	http://en.wikipedia.org/wiki/Norfolk_Constabulary	Robbery	http://en.wikipedia.org/wiki/Robbery	217	http://userannotation/number	17	http://userannotation/number
2011/12	http://userannotation/number	Norfolk	http://en.wikipedia.org/wiki/Norfolk_Constabulary	Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	295	http://userannotation/number	30	http://userannotation/number
2011/12	http://userannotation/number	Norfolk	http://en.wikipedia.org/wiki/Norfolk_Constabulary	Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	922	http://userannotation/number	74	http://userannotation/number
2011/12	http://userannotation/number	Norfolk	http://en.wikipedia.org/wiki/Norfolk_Constabulary	Violence against the person	http://en.wikipedia.org/wiki/Violence	9701	http://userannotation/number	513	http://userannotation/number
2011/12	http://userannotation/number	North Wales	http://en.wikipedia.org/wiki/North_Wales_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	5391	http://userannotation/number	143	http://userannotation/number
2011/12	http://userannotation/number	North Wales	http://en.wikipedia.org/wiki/North_Wales_Police	Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	8808	http://userannotation/number	308	http://userannotation/number
2011/12	http://userannotation/number	North Wales	http://en.wikipedia.org/wiki/North_Wales_Police	Drug offences	http://en.wikipedia.org/wiki/Drug_offences	1751	http://userannotation/number	53	http://userannotation/number
2011/12	http://userannotation/number	North Wales	http://en.wikipedia.org/wiki/North_Wales_Police	Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	1373	http://userannotation/number	360	http://userannotation/number
2011/12	http://userannotation/number	North Wales	http://en.wikipedia.org/wiki/North_Wales_Police	Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	2954	http://userannotation/number	103	http://userannotation/number
2011/12	http://userannotation/number	North Wales	http://en.wikipedia.org/wiki/North_Wales_Police	Other offences	http://userannotation/na	692	http://userannotation/number	79	http://userannotation/number
2011/12	http://userannotation/number	North Wales	http://en.wikipedia.org/wiki/North_Wales_Police	Other theft offences	http://en.wikipedia.org/wiki/Theft	10763	http://userannotation/number	549	http://userannotation/number
2011/12	http://userannotation/number	North Wales	http://en.wikipedia.org/wiki/North_Wales_Police	Robbery	http://en.wikipedia.org/wiki/Robbery	159	http://userannotation/number	11	http://userannotation/number
2011/12	http://userannotation/number	North Wales	http://en.wikipedia.org/wiki/North_Wales_Police	Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	214	http://userannotation/number	27	http://userannotation/number
2011/12	http://userannotation/number	North Wales	http://en.wikipedia.org/wiki/North_Wales_Police	Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	639	http://userannotation/number	51	http://userannotation/number
2011/12	http://userannotation/number	North Wales	http://en.wikipedia.org/wiki/North_Wales_Police	Violence against the person	http://en.wikipedia.org/wiki/Violence	10684	http://userannotation/number	545	http://userannotation/number
2011/12	http://userannotation/number	North Yorkshire	http://en.wikipedia.org/wiki/North_Yorkshire_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	5020	http://userannotation/number	112	http://userannotation/number
2011/12	http://userannotation/number	North Yorkshire		Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	6774	http://userannotation/number	188	http://userannotation/number
2011/12	http://userannotation/number	North Yorkshire		Drug offences	http://en.wikipedia.org/wiki/Drug_offences	2165	http://userannotation/number	40	http://userannotation/number
2011/12	http://userannotation/number	North Yorkshire		Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	1044	http://userannotation/number	192	http://userannotation/number
2011/12	http://userannotation/number	North Yorkshire		Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	3291	http://userannotation/number	91	http://userannotation/number
2011/12	http://userannotation/number	North Yorkshire		Other offences	http://userannotation/na	499	http://userannotation/number	44	http://userannotation/number
2011/12	http://userannotation/number	North Yorkshire		Other theft offences	http://en.wikipedia.org/wiki/Theft	11952	http://userannotation/number	557	http://userannotation/number
2011/12	http://userannotation/number	North Yorkshire		Robbery	http://en.wikipedia.org/wiki/Robbery	164	http://userannotation/number	14	http://userannotation/number
2011/12	http://userannotation/number	North Yorkshire		Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	175	http://userannotation/number	16	http://userannotation/number
2011/12	http://userannotation/number	North Yorkshire		Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	549	http://userannotation/number	51	http://userannotation/number
2011/12	http://userannotation/number	North Yorkshire		Violence against the person	http://en.wikipedia.org/wiki/Violence	7258	http://userannotation/number	205	http://userannotation/number
2011/12	http://userannotation/number	Northamptonshire	http://en.wikipedia.org/wiki/Northamptonshire_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	5899	http://userannotation/number	99	http://userannotation/number
2011/12	http://userannotation/number	Northamptonshire		Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	9174	http://userannotation/number	276	http://userannotation/number
2011/12	http://userannotation/number	Northamptonshire		Drug offences	http://en.wikipedia.org/wiki/Drug_offences	1851	http://userannotation/number	110	http://userannotation/number
2011/12	http://userannotation/number	Northamptonshire		Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	2133	http://userannotation/number	743	http://userannotation/number
2011/12	http://userannotation/number	Northamptonshire		Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	5117	http://userannotation/number	207	http://userannotation/number
2011/12	http://userannotation/number	Northamptonshire		Other offences	http://userannotation/na	757	http://userannotation/number	118	http://userannotation/number
2011/12	http://userannotation/number	Northamptonshire		Other theft offences	http://en.wikipedia.org/wiki/Theft	12777	http://userannotation/number	590	http://userannotation/number
2011/12	http://userannotation/number	Northamptonshire		Robbery	http://en.wikipedia.org/wiki/Robbery	711	http://userannotation/number	15	http://userannotation/number
2011/12	http://userannotation/number	Northamptonshire		Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	247	http://userannotation/number	36	http://userannotation/number
2011/12	http://userannotation/number	Northamptonshire		Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	754	http://userannotation/number	71	http://userannotation/number
2011/12	http://userannotation/number	Northamptonshire		Violence against the person	http://en.wikipedia.org/wiki/Violence	10398	http://userannotation/number	527	http://userannotation/number
2011/12	http://userannotation/number	Northumbria	http://en.wikipedia.org/wiki/Northumbria_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	8598	http://userannotation/number	93	http://userannotation/number
2011/12	http://userannotation/number	Northumbria		Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	15127	http://userannotation/number	137	http://userannotation/number
2011/12	http://userannotation/number	Northumbria		Drug offences	http://en.wikipedia.org/wiki/Drug_offences	5385	http://userannotation/number	68	http://userannotation/number
2011/12	http://userannotation/number	Northumbria		Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	1996	http://userannotation/number	104	http://userannotation/number
2011/12	http://userannotation/number	Northumbria		Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	6348	http://userannotation/number	76	http://userannotation/number
2011/12	http://userannotation/number	Northumbria		Other offences	http://userannotation/na	1597	http://userannotation/number	54	http://userannotation/number
2011/12	http://userannotation/number	Northumbria		Other theft offences	http://en.wikipedia.org/wiki/Theft	21947	http://userannotation/number	369	http://userannotation/number
2011/12	http://userannotation/number	Northumbria		Robbery	http://en.wikipedia.org/wiki/Robbery	537	http://userannotation/number	16	http://userannotation/number
2011/12	http://userannotation/number	Northumbria		Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	333	http://userannotation/number	64	http://userannotation/number
2011/12	http://userannotation/number	Northumbria		Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	999	http://userannotation/number	86	http://userannotation/number
2011/12	http://userannotation/number	Northumbria		Violence against the person	http://en.wikipedia.org/wiki/Violence	12862	http://userannotation/number	171	http://userannotation/number
2011/12	http://userannotation/number	Nottinghamshire	http://en.wikipedia.org/wiki/Nottinghamshire_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	9871	http://userannotation/number	167	http://userannotation/number
2011/12	http://userannotation/number	Nottinghamshire		Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	13613	http://userannotation/number	320	http://userannotation/number
2011/12	http://userannotation/number	Nottinghamshire		Drug offences	http://en.wikipedia.org/wiki/Drug_offences	3659	http://userannotation/number	109	http://userannotation/number
2011/12	http://userannotation/number	Nottinghamshire		Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	1993	http://userannotation/number	358	http://userannotation/number
2011/12	http://userannotation/number	Nottinghamshire		Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	7837	http://userannotation/number	145	http://userannotation/number
2011/12	http://userannotation/number	Nottinghamshire		Other offences	http://userannotation/na	1193	http://userannotation/number	83	http://userannotation/number
2011/12	http://userannotation/number	Nottinghamshire		Other theft offences	http://en.wikipedia.org/wiki/Theft	22142	http://userannotation/number	614	http://userannotation/number
2011/12	http://userannotation/number	Nottinghamshire		Robbery	http://en.wikipedia.org/wiki/Robbery	1136	http://userannotation/number	29	http://userannotation/number
2011/12	http://userannotation/number	Nottinghamshire		Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	294	http://userannotation/number	41	http://userannotation/number
2011/12	http://userannotation/number	Nottinghamshire		Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	930	http://userannotation/number	65	http://userannotation/number
2011/12	http://userannotation/number	Nottinghamshire		Violence against the person	http://en.wikipedia.org/wiki/Violence	15047	http://userannotation/number	384	http://userannotation/number
2011/12	http://userannotation/number	South Wales	http://en.wikipedia.org/wiki/South_Wales_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	10178	http://userannotation/number	88	http://userannotation/number
2011/12	http://userannotation/number	South Wales		Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	15789	http://userannotation/number	185	http://userannotation/number
2011/12	http://userannotation/number	South Wales		Drug offences	http://en.wikipedia.org/wiki/Drug_offences	5776	http://userannotation/number	90	http://userannotation/number
2011/12	http://userannotation/number	South Wales		Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	2056	http://userannotation/number	125	http://userannotation/number
2011/12	http://userannotation/number	South Wales		Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	10086	http://userannotation/number	161	http://userannotation/number
2011/12	http://userannotation/number	South Wales		Other offences	http://userannotation/na	1065	http://userannotation/number	56	http://userannotation/number
2011/12	http://userannotation/number	South Wales		Other theft offences	http://en.wikipedia.org/wiki/Theft	24316	http://userannotation/number	493	http://userannotation/number
2011/12	http://userannotation/number	South Wales		Robbery	http://en.wikipedia.org/wiki/Robbery	486	http://userannotation/number	6	http://userannotation/number
2011/12	http://userannotation/number	South Wales		Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	262	http://userannotation/number	8	http://userannotation/number
2011/12	http://userannotation/number	South Wales		Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	949	http://userannotation/number	39	http://userannotation/number
2011/12	http://userannotation/number	South Wales		Violence against the person	http://en.wikipedia.org/wiki/Violence	16649	http://userannotation/number	306	http://userannotation/number
2011/12	http://userannotation/number	South Yorkshire	http://en.wikipedia.org/wiki/South_Yorkshire_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	16749	http://userannotation/number	93	http://userannotation/number
2011/12	http://userannotation/number	South Yorkshire		Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	19328	http://userannotation/number	283	http://userannotation/number
2011/12	http://userannotation/number	South Yorkshire		Drug offences	http://en.wikipedia.org/wiki/Drug_offences	4785	http://userannotation/number	31	http://userannotation/number
2011/12	http://userannotation/number	South Yorkshire		Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	2157	http://userannotation/number	229	http://userannotation/number
2011/12	http://userannotation/number	South Yorkshire		Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	12331	http://userannotation/number	342	http://userannotation/number
2011/12	http://userannotation/number	South Yorkshire		Other offences	http://userannotation/na	987	http://userannotation/number	28	http://userannotation/number
2011/12	http://userannotation/number	South Yorkshire		Other theft offences	http://en.wikipedia.org/wiki/Theft	29465	http://userannotation/number	687	http://userannotation/number
2011/12	http://userannotation/number	South Yorkshire		Robbery	http://en.wikipedia.org/wiki/Robbery	861	http://userannotation/number	6	http://userannotation/number
2011/12	http://userannotation/number	South Yorkshire		Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	299	http://userannotation/number	14	http://userannotation/number
2011/12	http://userannotation/number	South Yorkshire		Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	836	http://userannotation/number	23	http://userannotation/number
2011/12	http://userannotation/number	South Yorkshire		Violence against the person	http://en.wikipedia.org/wiki/Violence	13353	http://userannotation/number	142	http://userannotation/number
2011/12	http://userannotation/number	Staffordshire	http://en.wikipedia.org/wiki/Staffordshire_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	7509	http://userannotation/number	86	http://userannotation/number
2011/12	http://userannotation/number	Staffordshire		Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	12832	http://userannotation/number	103	http://userannotation/number
2011/12	http://userannotation/number	Staffordshire		Drug offences	http://en.wikipedia.org/wiki/Drug_offences	3659	http://userannotation/number	7	http://userannotation/number
2011/12	http://userannotation/number	Staffordshire		Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	2413	http://userannotation/number	691	http://userannotation/number
2011/12	http://userannotation/number	Staffordshire		Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	5181	http://userannotation/number	105	http://userannotation/number
2011/12	http://userannotation/number	Staffordshire		Other offences	http://userannotation/na	1006	http://userannotation/number	44	http://userannotation/number
2011/12	http://userannotation/number	Staffordshire		Other theft offences	http://en.wikipedia.org/wiki/Theft	16416	http://userannotation/number	247	http://userannotation/number
2011/12	http://userannotation/number	Staffordshire		Robbery	http://en.wikipedia.org/wiki/Robbery	458	http://userannotation/number	30	http://userannotation/number
2011/12	http://userannotation/number	Staffordshire		Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	202	http://userannotation/number	36	http://userannotation/number
2011/12	http://userannotation/number	Staffordshire		Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	871	http://userannotation/number	78	http://userannotation/number
2011/12	http://userannotation/number	Staffordshire		Violence against the person	http://en.wikipedia.org/wiki/Violence	15335	http://userannotation/number	431	http://userannotation/number
2011/12	http://userannotation/number	Suffolk	http://en.wikipedia.org/wiki/Suffolk_Constabulary	Burglary	http://en.wikipedia.org/wiki/Burglary	5159	http://userannotation/number	100	http://userannotation/number
2011/12	http://userannotation/number	Suffolk		Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	8745	http://userannotation/number	246	http://userannotation/number
2011/12	http://userannotation/number	Suffolk		Drug offences	http://en.wikipedia.org/wiki/Drug_offences	1709	http://userannotation/number	75	http://userannotation/number
2011/12	http://userannotation/number	Suffolk		Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	1593	http://userannotation/number	155	http://userannotation/number
2011/12	http://userannotation/number	Suffolk		Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	4088	http://userannotation/number	132	http://userannotation/number
2011/12	http://userannotation/number	Suffolk		Other offences	http://userannotation/na	917	http://userannotation/number	37	http://userannotation/number
2011/12	http://userannotation/number	Suffolk		Other theft offences	http://en.wikipedia.org/wiki/Theft	12167	http://userannotation/number	513	http://userannotation/number
2011/12	http://userannotation/number	Suffolk		Robbery	http://en.wikipedia.org/wiki/Robbery	332	http://userannotation/number	22	http://userannotation/number
2011/12	http://userannotation/number	Suffolk		Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	237	http://userannotation/number	37	http://userannotation/number
2011/12	http://userannotation/number	Suffolk		Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	764	http://userannotation/number	69	http://userannotation/number
2011/12	http://userannotation/number	Suffolk		Violence against the person	http://en.wikipedia.org/wiki/Violence	10167	http://userannotation/number	194	http://userannotation/number
2011/12	http://userannotation/number	Surrey	http://en.wikipedia.org/wiki/Surrey_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	7908	http://userannotation/number	212	http://userannotation/number
2011/12	http://userannotation/number	Surrey		Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	11004	http://userannotation/number	322	http://userannotation/number
2011/12	http://userannotation/number	Surrey		Drug offences	http://en.wikipedia.org/wiki/Drug_offences	3703	http://userannotation/number	97	http://userannotation/number
2011/12	http://userannotation/number	Surrey		Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	2845	http://userannotation/number	356	http://userannotation/number
2011/12	http://userannotation/number	Surrey		Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	6736	http://userannotation/number	325	http://userannotation/number
2011/12	http://userannotation/number	Surrey		Other offences	http://userannotation/na	1117	http://userannotation/number	152	http://userannotation/number
2011/12	http://userannotation/number	Surrey		Other theft offences	http://en.wikipedia.org/wiki/Theft	15362	http://userannotation/number	680	http://userannotation/number
2011/12	http://userannotation/number	Surrey		Robbery	http://en.wikipedia.org/wiki/Robbery	375	http://userannotation/number	26	http://userannotation/number
2011/12	http://userannotation/number	Surrey		Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	161	http://userannotation/number	39	http://userannotation/number
2011/12	http://userannotation/number	Surrey		Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	619	http://userannotation/number	72	http://userannotation/number
2011/12	http://userannotation/number	Surrey		Violence against the person	http://en.wikipedia.org/wiki/Violence	12088	http://userannotation/number	689	http://userannotation/number
2011/12	http://userannotation/number	Sussex	http://en.wikipedia.org/wiki/Sussex_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	9974	http://userannotation/number	197	http://userannotation/number
2011/12	http://userannotation/number	Sussex		Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	16952	http://userannotation/number	483	http://userannotation/number
2011/12	http://userannotation/number	Sussex		Drug offences	http://en.wikipedia.org/wiki/Drug_offences	4970	http://userannotation/number	200	http://userannotation/number
2011/12	http://userannotation/number	Sussex		Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	3720	http://userannotation/number	1181	http://userannotation/number
2011/12	http://userannotation/number	Sussex		Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	8902	http://userannotation/number	344	http://userannotation/number
2011/12	http://userannotation/number	Sussex		Other offences	http://userannotation/na	1505	http://userannotation/number	102	http://userannotation/number
2011/12	http://userannotation/number	Sussex		Other theft offences	http://en.wikipedia.org/wiki/Theft	30427	http://userannotation/number	1576	http://userannotation/number
2011/12	http://userannotation/number	Sussex		Robbery	http://en.wikipedia.org/wiki/Robbery	749	http://userannotation/number	27	http://userannotation/number
2011/12	http://userannotation/number	Sussex		Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	437	http://userannotation/number	39	http://userannotation/number
2011/12	http://userannotation/number	Sussex		Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	1467	http://userannotation/number	77	http://userannotation/number
2011/12	http://userannotation/number	Sussex		Violence against the person	http://en.wikipedia.org/wiki/Violence	17880	http://userannotation/number	631	http://userannotation/number
2011/12	http://userannotation/number	Thames Valley	http://en.wikipedia.org/wiki/Thames_Valley_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	18866	http://userannotation/number	134	http://userannotation/number
2011/12	http://userannotation/number	Thames Valley		Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	21996	http://userannotation/number	376	http://userannotation/number
2011/12	http://userannotation/number	Thames Valley		Drug offences	http://en.wikipedia.org/wiki/Drug_offences	7299	http://userannotation/number	252	http://userannotation/number
2011/12	http://userannotation/number	Thames Valley		Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	7103	http://userannotation/number	319	http://userannotation/number
2011/12	http://userannotation/number	Thames Valley		Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	15173	http://userannotation/number	276	http://userannotation/number
2011/12	http://userannotation/number	Thames Valley		Other offences	http://userannotation/na	1958	http://userannotation/number	231	http://userannotation/number
2011/12	http://userannotation/number	Thames Valley		Other theft offences	http://en.wikipedia.org/wiki/Theft	46357	http://userannotation/number	1223	http://userannotation/number
2011/12	http://userannotation/number	Thames Valley		Robbery	http://en.wikipedia.org/wiki/Robbery	1726	http://userannotation/number	26	http://userannotation/number
2011/12	http://userannotation/number	Thames Valley		Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	467	http://userannotation/number	38	http://userannotation/number
2011/12	http://userannotation/number	Thames Valley		Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	1961	http://userannotation/number	102	http://userannotation/number
2011/12	http://userannotation/number	Thames Valley		Violence against the person	http://en.wikipedia.org/wiki/Violence	27327	http://userannotation/number	870	http://userannotation/number
2011/12	http://userannotation/number	Warwickshire	http://en.wikipedia.org/wiki/Warwickshire_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	5576	http://userannotation/number	65	http://userannotation/number
2011/12	http://userannotation/number	Warwickshire		Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	5417	http://userannotation/number	116	http://userannotation/number
2011/12	http://userannotation/number	Warwickshire		Drug offences	http://en.wikipedia.org/wiki/Drug_offences	1091	http://userannotation/number	49	http://userannotation/number
2011/12	http://userannotation/number	Warwickshire		Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	969	http://userannotation/number	154	http://userannotation/number
2011/12	http://userannotation/number	Warwickshire		Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	4517	http://userannotation/number	85	http://userannotation/number
2011/12	http://userannotation/number	Warwickshire		Other offences	http://userannotation/na	618	http://userannotation/number	702	http://userannotation/number
2011/12	http://userannotation/number	Warwickshire		Other theft offences	http://en.wikipedia.org/wiki/Theft	9736	http://userannotation/number	275	http://userannotation/number
2011/12	http://userannotation/number	Warwickshire		Robbery	http://en.wikipedia.org/wiki/Robbery	323	http://userannotation/number	6	http://userannotation/number
2011/12	http://userannotation/number	Warwickshire		Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	131	http://userannotation/number	10	http://userannotation/number
2011/12	http://userannotation/number	Warwickshire		Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	464	http://userannotation/number	26	http://userannotation/number
2011/12	http://userannotation/number	Warwickshire		Violence against the person	http://en.wikipedia.org/wiki/Violence	5150	http://userannotation/number	171	http://userannotation/number
2011/12	http://userannotation/number	West Mercia	http://en.wikipedia.org/wiki/West_Mercia_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	8417	http://userannotation/number	138	http://userannotation/number
2011/12	http://userannotation/number	West Mercia		Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	12222	http://userannotation/number	323	http://userannotation/number
2011/12	http://userannotation/number	West Mercia		Drug offences	http://en.wikipedia.org/wiki/Drug_offences	3014	http://userannotation/number	200	http://userannotation/number
2011/12	http://userannotation/number	West Mercia		Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	2731	http://userannotation/number	279	http://userannotation/number
2011/12	http://userannotation/number	West Mercia		Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	6982	http://userannotation/number	139	http://userannotation/number
2011/12	http://userannotation/number	West Mercia		Other offences	http://userannotation/na	1296	http://userannotation/number	188	http://userannotation/number
2011/12	http://userannotation/number	West Mercia		Other theft offences	http://en.wikipedia.org/wiki/Theft	18977	http://userannotation/number	519	http://userannotation/number
2011/12	http://userannotation/number	West Mercia		Robbery	http://en.wikipedia.org/wiki/Robbery	470	http://userannotation/number	19	http://userannotation/number
2011/12	http://userannotation/number	West Mercia		Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	408	http://userannotation/number	33	http://userannotation/number
2011/12	http://userannotation/number	West Mercia		Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	1270	http://userannotation/number	108	http://userannotation/number
2011/12	http://userannotation/number	West Mercia		Violence against the person	http://en.wikipedia.org/wiki/Violence	14203	http://userannotation/number	470	http://userannotation/number
2011/12	http://userannotation/number	West Midlands	http://en.wikipedia.org/wiki/West_Midlands_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	28170	http://userannotation/number	366	http://userannotation/number
2011/12	http://userannotation/number	West Midlands		Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	30725	http://userannotation/number	550	http://userannotation/number
2011/12	http://userannotation/number	West Midlands		Drug offences	http://en.wikipedia.org/wiki/Drug_offences	9220	http://userannotation/number	315	http://userannotation/number
