Department	http://userannotation/na	Entity	http://userannotation/na	Date	http://dbpedia.org/page/Category:Dates	Expense Type	Expense Area	http://userannotation/na	Supplier	http://userannotation/na	Transaction Number	http://userannotation/na	Amount	http://userannotation/na
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		UNITED PROPERTY MANAGEMENT		1001140709		383100	
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		UNITED PROPERTY MANAGEMENT		1001140709		45805	
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		UNITED PROPERTY MANAGEMENT		1001140709		116092	
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		UNITED PROPERTY MANAGEMENT		1001140709		26238	
Home Office		UKBA - UK Border Agency		30.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		UNITED PROPERTY MANAGEMENT		1001150491		329548	
Home Office		UKBA - UK Border Agency		30.08.2011		Politics & Civic Affairs.Emergency house services	UKBA - UK Border Agency		UNITED PROPERTY MANAGEMENT		1001150491		54945	
Home Office		UKBA - UK Border Agency		30.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		UNITED PROPERTY MANAGEMENT		1001150491		141798	
Home Office		UKBA - UK Border Agency		30.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		UNITED PROPERTY MANAGEMENT		1001150491		385618	
Home Office		UKBA - UK Border Agency		30.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		UNITED PROPERTY MANAGEMENT		1001150491		46473	
Home Office		UKBA - UK Border Agency		30.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		UNITED PROPERTY MANAGEMENT		1001150491		114207	
Home Office		UKBA - UK Border Agency		30.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		UNITED PROPERTY MANAGEMENT		1001150491		24463	
Home Office		UKBA - UK Border Agency		23.08.2011		Grants	UKBA - UK Border Agency		WARWICKSHIRE COUNTY COUNCIL 1 (G)	http://dbpedia.org/page/Warwickshire_County_Council	1001148921		219673	
Home Office		UKBA - UK Border Agency		19.08.2011		Grants	UKBA - UK Border Agency		WEST BERKSHIRE DISTRICT COUNCIL (LA) (G)	http://dbpedia.org/page/West_Berkshire_Council	1001147801		49024	
Home Office		UKBA - UK Border Agency		11.08.2011		Grants	UKBA - UK Border Agency		WEST SUSSEX COUNTY COUNCIL 1 (G)	http://dbpedia.org/page/West_Sussex_County_Council	1001144725		65861	
Home Office		UKBA - UK Border Agency		19.08.2011		Grants	UKBA - UK Border Agency		WESTMINSTER CITY COUNCIL (G)	http://dbpedia.org/page/Westminster_City_Council	1001147802		30050	
Home Office		UKBA - UK Border Agency		11.08.2011		Grants	UKBA - UK Border Agency		WILTSHIRE COUNTY COUNCIL 1 (G)	http://dbpedia.org/page/Wiltshire_County_Council	1001144726		34110	
Home Office		UKBA - UK Border Agency		11.08.2011		Grants	UKBA - UK Border Agency		WORCESTERSHIRE COUNTY COUNCIL 1 (G)	http://dbpedia.org/page/Worcestershire_County_Council	1001144727		153171	
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		YMCA GLASGOW	http://userannotation/na	1001140727		671693	
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.Emergency house services	UKBA - UK Border Agency		YMCA GLASGOW		1001140727		52178	
Home Office		UKBA - UK Border Agency		02.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		YMCA GLASGOW		1001140727		142641	
Home Office		UKBA - UK Border Agency		30.08.2011		Politics & Civic Affairs.REFUGEE PROG. SECT 95	UKBA - UK Border Agency		YMCA GLASGOW		1001150501		676677	
Home Office		UKBA - UK Border Agency		30.08.2011		Politics & Civic Affairs.Emergency house services	UKBA - UK Border Agency		YMCA GLASGOW		1001150501		51098	
Home Office		UKBA - UK Border Agency		30.08.2011		Politics & Civic Affairs.Human aid & relief Sect 4	UKBA - UK Border Agency		YMCA GLASGOW		1001150501		138322	
Home Office		UKBA - UK Border Agency		10.08.2011		Transport	UKBA - UK Border Agency		3M SECURITY PRINTING & SYSTEMS LTD		6200017390		-11190	
Home Office		UKBA - UK Border Agency		17.08.2011		Transport	UKBA - UK Border Agency		3M SECURITY PRINTING & SYSTEMS LTD		6200017399		-16750	
Home Office		UKBA - UK Border Agency		19.08.2011		Transport	UKBA - UK Border Agency		3M SECURITY PRINTING & SYSTEMS LTD		1001147438		-571	
Home Office		UKBA - UK Border Agency		25.08.2011		Professional & Admin Services. Visa Processing Services	UKBA - UK Border Agency		CSC COMPUTER SCIENCES CORPORATION	http://dbpedia.org/page/Computer_Sciences_Corporation	1001149508		1823817	
Home Office		UKBA - UK Border Agency		01.08.2011		Print	 Audio & Visual.Presentation equipment - PROG		UKBA - UK Border Agency	http://userannotation/na	3000043196		3000043196	
Home Office		UKBA - UK Border Agency		16.08.2011		Transport	UKBA - UK Border Agency		FCO SERVICES		3000043275		61587	
Home Office		UKBA - UK Border Agency		25.08.2011		IT	UKBA - UK Border Agency		FCO SERVICES		3000043355		28263	
Home Office		UKBA - UK Border Agency		08.08.2011		Print	 Audio & Visual.Presentation equipment - PROG		UKBA - UK Border Agency		1001142929		1001142929	
Home Office		UKBA - UK Border Agency		19.08.2011		Messenger	UKBA - UK Border Agency		NPIA (National Policing Improvement Agency)	http://dbpedia.org/page/National_Policing_Improvement_Agency	1001147502		726000	
Home Office		UKBA - UK Border Agency		22.08.2011		Professional & Admin Services. Visa Processing Services	UKBA - UK Border Agency		VF WORLDWIDE HOLDINGS LTD	http://userannotation/na	7000006142		2258564	
Home Office		UKBA - UK Border Agency		02.08.2011		Management & Admin Serv.Temp IT N/w Specialists - PROG	UKBA - UK Border Agency		ADVANTAGE TECHNICAL RESOURCING		1001140537		35520	
Home Office		UKBA - UK Border Agency		02.08.2011		Professional & Admin Services.Clerical & Admin Staff - PROG	UKBA - UK Border Agency		ADVANTAGE TECHNICAL RESOURCING		1001140537		25792	
Home Office		UKBA - UK Border Agency		08.08.2011		Professional & Admin Services.Business admin services - PROG	UKBA - UK Border Agency		ERNST AND YOUNG LLP	http://dbpedia.org/page/Ernst_%26_Young	1001142925		29349	
Home Office		UKBA - UK Border Agency		05.08.2011		Professional & Admin Services.Business admin services - PROG	UKBA - UK Border Agency		ERNST AND YOUNG LLP		1001142466		26231	
Home Office		UKBA - UK Border Agency		25.08.2011		Science	UKBA - UK Border Agency		FINCORE LTD	http://userannotation/na	1001149523		120000	
Home Office		UKBA - UK Border Agency		09.08.2011		Science	UKBA - UK Border Agency		FUJITSU SERVICES (ALCEDO) LTD		1001143421		170737	
Home Office		UKBA - UK Border Agency		23.08.2011		IT & Telecoms Components.Standard Software (FA)	UKBA - UK Border Agency		FUJITSU SERVICES LIMITED		1001148517		23224	
Home Office		UKBA - UK Border Agency		22.08.2011		Transport	UKBA - UK Border Agency		GOVERNMENT CAR AND DESPATCH AGENCY (GCDA)	http://dbpedia.org/page/Government_Car_and_Despatch_Agency	3000043301		21095	
Home Office		UKBA - UK Border Agency		11.08.2011		IT & Telecoms Components.Standard Software (FA)	UKBA - UK Border Agency		IBM DIRECT UNITED KINGDOM LTD	http://userannotation/na	1001144402		701678	
Home Office		UKBA - UK Border Agency		26.08.2011		IT & Telecoms Components.Standard Software (FA)	UKBA - UK Border Agency		IBM DIRECT UNITED KINGDOM LTD		1001150001		1877457	
Home Office		UKBA - UK Border Agency		22.08.2011		Transport	UKBA - UK Border Agency		INCHCAPE FLEET SOLUTIONS LTD		1001147972		115071	
Home Office		UKBA - UK Border Agency		22.08.2011		Fleet	UKBA - UK Border Agency		INCHCAPE FLEET SOLUTIONS LTD		1001147972		-15	
Home Office		UKBA - UK Border Agency		05.08.2011		Transport	UKBA - UK Border Agency		IRON MOUNTAIN (UK) LTD	http://dbpedia.org/page/Iron_Mountain_Incorporated	1001142482		405179	
Home Office		UKBA - UK Border Agency		05.08.2011		Transport	UKBA - UK Border Agency		IRON MOUNTAIN (UK) LTD		1001142482		92480	
Home Office		UKBA - UK Border Agency		16.08.2011		Public Order	 Safety.Security Guard Services - PROG		UKBA - UK Border Agency		1001145901		1001145901	
Home Office		UKBA - UK Border Agency		30.08.2011		Law Enforcement & safety Equip.Maint&Rep of Plant&Mach?PROG	UKBA - UK Border Agency		UNIVERSAL SECURITY SYSTEMS LTD		1001150493		35989	
Home Office		UKBA - UK Border Agency		17.08.2011		SHIPPING	UKBA - UK Border Agency		ASSOCIATED BRITISH PORTS	http://dbpedia.org/page/Associated_British_Ports	6200017400		-267031	
Home Office		UKBA - UK Border Agency		24.08.2011		SHIPPING	UKBA - UK Border Agency		ASSOCIATED BRITISH PORTS		6200017408		-2318	
Home Office		UKBA - UK Border Agency		17.08.2011		Law Enforcement & safety Equip.Haulage	UKBA - UK Border Agency		ASSOCIATED BRITISH PORTS	ASSOCIATED BRITISH PORTS	6200017400		267031	
Home Office		UKBA - UK Border Agency		08.08.2011		Public Order	 Safety.Security Guard Services - PROG		UKBA - UK Border Agency		1001142910		1001142910	
Home Office		UKBA - UK Border Agency		23.08.2011		Healthcare Services.Healthcare Services - PROG	UKBA - UK Border Agency		CEGA AIR AMBULANCE LTD		1001148499		33350	
Home Office		UKBA - UK Border Agency		25.08.2011		Management & Admin Serv.Overseas Posting Costs-PROG	UKBA - UK Border Agency		CROWN RELOCATIONS	http://dbpedia.org/page/Crown_Worldwide_Group	1001149507		62094	
Home Office		UKBA - UK Border Agency		02.08.2011		Vehicles	 Airplanes.Vessel Maintenance - PROG		UKBA - UK Border Agency		7000006112		7000006112	
Home Office		UKBA - UK Border Agency		09.08.2011		Messenger	UKBA - UK Border Agency		EAMUS CORK SOLUTIONS	http://userannotation/na	7000006122		134010	
Home Office		UKBA - UK Border Agency		23.08.2011		Management & Admin Serv.Overseas Posting Costs-PROG	UKBA - UK Border Agency		EXPOTEL HOTEL RESERVATIONS LTD		7000006148		33907	
Home Office		UKBA - UK Border Agency		17.08.2011		IT & Telecoms Components.Computer Equip (FA)	UKBA - UK Border Agency		FUJITSU SERVICES LIMITED		1001146565		60843	
Home Office		UKBA - UK Border Agency		16.08.2011		IT & Telecoms Components.Computer Equip  (FA). Servers	 personal data assistant (PDAs)		 workstations	 visual display units (VDUs)	printers		0	
Home Office		UKBA - UK Border Agency		19.08.2011		Transport	UKBA - UK Border Agency		GATWICK AIRPORT LTD	http://dbpedia.org/page/Gatwick_Airport	1001147477		225	
Home Office		UKBA - UK Border Agency		19.08.2011		Transport	UKBA - UK Border Agency		GATWICK AIRPORT LTD		1001147477		27072	
Home Office		UKBA - UK Border Agency		19.08.2011		Transport	UKBA - UK Border Agency		GATWICK AIRPORT LTD		1001147477		56	
Home Office		UKBA - UK Border Agency		19.08.2011		Transport	UKBA - UK Border Agency		GATWICK AIRPORT LTD		1001147477		620	
Home Office		UKBA - UK Border Agency		19.08.2011		Transport	UKBA - UK Border Agency		GATWICK AIRPORT LTD		1001147477		958	
Home Office		UKBA - UK Border Agency		25.08.2011		Laboratory & Scientific Equip.Scientific Equip Running Costs	UKBA - UK Border Agency		MORPHO DETECTION UK LTD	http://dbpedia.org/page/Morpho_(Safran)	1001149552		26602	
Home Office		UKBA - UK Border Agency		02.08.2011		IT & Telecommunications.IT & Telecommunications - PROG	UKBA - UK Border Agency		MORPHO UK LTD		1001140659		97500	
Home Office		UKBA - UK Border Agency		02.08.2011		Law Enforcement & safety Equip.Maint&Rep of Plant&Mach?PROG	UKBA - UK Border Agency		MORPHO UK LTD		1001140659		27899	
Home Office		UKBA - UK Border Agency		17.08.2011		Management & Admin Serv.Overseas Posting Costs-PROG	UKBA - UK Border Agency		PARIS APARTMENT SERVICES	http://userannotation/na	7000006135		65756	
Home Office		UKBA - UK Border Agency		31.08.2011		Laboratory & Scientific Equip.Scientific Equip Running Costs	UKBA - UK Border Agency		RAPISCAN SYSTEMS LTD	http://dbpedia.org/page/Rapiscan_Systems	1001150908		39079	
Home Office		UKBA - UK Border Agency		18.08.2011		Laboratory & Scientific Equip.Scientific Equip Running Costs	UKBA - UK Border Agency		SAIC SOLUTIONS LTD	http://dbpedia.org/page/Science_Applications_International_Corporation	1001147114		122328	
Home Office		UKBA - UK Border Agency		26.08.2011		Public Order	UKBA - UK Border Agency		SERCO  LTD	http://dbpedia.org/page/Serco_Group	1001150030		77339	
Home Office		UKBA - UK Border Agency		23.08.2011		Messenger	UKBA - UK Border Agency		SMITHS DETECTION INTERNATIONAL UK	http://dbpedia.org/page/Smiths_Group	7000006147		59881	
Home Office		UKBA - UK Border Agency		09.08.2011		Law Enforcement & safety Equip.Haulage	UKBA - UK Border Agency		THAMESDOWN RECYCLING	http://userannotation/na	1001143496		57994	
Home Office		UKBA - UK Border Agency		09.08.2011		Transport	UKBA - UK Border Agency		THE CHANNEL TUNNEL GROUP LTD		1001143498		34200	
Home Office		UKBA - UK Border Agency		09.08.2011		SHIPPING	UKBA - UK Border Agency		THE CHANNEL TUNNEL GROUP LTD		1001143498		-534	
Home Office		UKBA - UK Border Agency		04.08.2011		Transport	UKBA - UK Border Agency		THE CHANNEL TUNNEL GROUP LTD		1001142136		45956	
Home Office		UKBA - UK Border Agency		23.08.2011		Law Enforcement & safety Equip.Haulage	UKBA - UK Border Agency		TNT UK LTD	http://dbpedia.org/page/TNT_Express	1001148571		242890	
Home Office		UKBA - UK Border Agency		05.08.2011		Other Government Departments	UKBA - UK Border Agency		TREASURY SOLICITORS OFFICE	http://dbpedia.org/page/Treasury_Solicitor's_Department	3000043233		37500	
Home Office		UKBA - UK Border Agency		02.08.2011		Animal Material & Supplies. Detect Dogs-Kennel & Misc-PROG	UKBA - UK Border Agency		WAGTAIL UK LTD	http://userannotation/na	1001140718		92295	
Home Office		UKBA - UK Border Agency		31.08.2011		Animal Material & Supplies. Detect Dogs-Kennel & Misc-PROG	UKBA - UK Border Agency		WAGTAIL UK LTD		1001150939		92295	
Home Office		Home Office	http://dbpedia.org/page/Home_Office	24.08.2011		Professional & Admin Services.Consultant - Imp & Del - PROG	OSCT - Office of Security and Counter-Terrorism	http://dbpedia.org/page/Office_for_Security_and_Counter-Terrorism	ADVANTAGE TECHNICAL RESOURCING		1001149042		32808	
Home Office		Home Office		26.08.2011		Grants	OSCT - Office of Security and Counter-Terrorism		CITY OF LONDON POLICE AUTHORITY (G)	http://dbpedia.org/page/City_of_London_Police	1001150276		52547	
Home Office		Home Office		26.08.2011		Grants	OSCT - Office of Security and Counter-Terrorism		CITY OF LONDON POLICE AUTHORITY (G)		1001150276		59184	
Home Office		Home Office		23.08.2011		Professional & Admin Services.Consultancy - Advice - PROG	OSCT - Office of Security and Counter-Terrorism		CT CENTRE (MOD) T/A DSTL	http://userannotation/na	1001148507		31447	
Home Office		Home Office		02.08.2011		Messenger	OSCT - Office of Security and Counter-Terrorism		CT CENTRE (MOD) T/A DSTL		1001140579		611142	
Home Office		Home Office		24.08.2011		Healthcare Services.Healthcare Services - PROG	OSCT - Office of Security and Counter-Terrorism		CT CENTRE (MOD) T/A DSTL		1001149071		194949	
Home Office		Home Office		30.08.2011		Messenger	OSCT - Office of Security and Counter-Terrorism		CT CENTRE (MOD) T/A DSTL		1001150437		477047	
Home Office		Home Office		01.08.2011		Professional & Admin Services.Residential Rental - PROG	OSCT - Office of Security and Counter-Terrorism		DEPARTMENT FOR BUSINESS	http://dbpedia.org/page/Department_for_Business	3000043193		3000043193	
Home Office		Home Office		25.08.2011		Professional & Admin Services.Residential Rental - PROG	OSCT - Office of Security and Counter-Terrorism		DEPARTMENT FOR BUSINESS		3000043353		98432	
Home Office		Home Office		25.08.2011		Professional & Admin Services.Residential Rental - PROG	OSCT - Office of Security and Counter-Terrorism		DEPARTMENT FOR BUSINESS		3000043353		147648	
Home Office		Home Office		26.08.2011		Grants	OSCT - Office of Security and Counter-Terrorism		DORSET POLICE AUTHORITY 1 (G)	http://dbpedia.org/page/Dorset_Police	1001150277		25909	
Home Office		Home Office		26.08.2011		Grants	OSCT - Office of Security and Counter-Terrorism		DORSET POLICE AUTHORITY 1 (G)		1001150277		64620	
Home Office		Home Office		30.08.2011		Professional & Admin Services.Consultancy - Advice - ADMN	OSCT - Office of Security and Counter-Terrorism		KPMG	http://dbpedia.org/page/KPMG	1001150456		82661	
Home Office		Home Office		12.08.2011		Grants	OSCT - Office of Security and Counter-Terrorism		LONDON ORGANISING COMMITTEE OF THE OLYMPIC GAMES AND PARALYMPIC GAMES (G)	http://dbpedia.org/page/London_Organising_Committee_of_the_Olympic_and_Paralympic_Games	1001145164		3437795	
Home Office		Home Office		26.08.2011		Professional & Admin Services.Seconded in Staff costs - PROG	OSCT - Office of Security and Counter-Terrorism		MINISTRY OF DEFENCE	http://dbpedia.org/page/Ministry_of_Defence_(United_Kingdom)	3000043364		34305	
Home Office		Home Office		02.08.2011		Other Government Departments	OSCT - Office of Security and Counter-Terrorism		MINISTRY OF JUSTICE	http://dbpedia.org/page/Ministry_of_Justice_(United_Kingdom)	3000043209		61145	
Home Office		Home Office		30.08.2011		Messenger	OSCT - Office of Security and Counter-Terrorism		NATIONAL POLICING IMPROVEMENT AGENCY (G)	http://dbpedia.org/page/National_Policing_Improvement_Agency	1001150465		831936	
Home Office		Home Office		26.08.2011		Grants	OSCT - Office of Security and Counter-Terrorism		NPIA (G)	http://userannotation/na	1001150280		2036949	
Home Office		Home Office		26.08.2011		Grants	OSCT - Office of Security and Counter-Terrorism		SOCA (G)	http://dbpedia.org/page/Serious_Organised_Crime_Agency	1001150284		209674	
Home Office		Home Office		26.08.2011		Grants	OSCT - Office of Security and Counter-Terrorism		YOUTH JUSTICE BOARD (G)	http://dbpedia.org/page/Youth_Justice_Board	1001150287		2533040	
Home Office		CRB - Criminal Records Bureau	http://dbpedia.org/page/Disclosure_and_Barring_Service	08.08.2011		Police costs per check	CRB - Criminal Records Bureau	http://dbpedia.org/page/Disclosure_and_Barring_Service	British Transport Police		16358  2		26927	
Home Office		CRB - Criminal Records Bureau		12.08.2011		Police costs per check	CRB - Criminal Records Bureau		Cambridgeshire Police Auth	http://dbpedia.org/page/Cambridgeshire_Constabulary	16340  1		140485	
Home Office		CRB - Criminal Records Bureau		08.08.2011		Police costs per check	CRB - Criminal Records Bureau		Cheshire Police Authority	http://dbpedia.org/page/Cheshire_Constabulary	16358  3		48387	
Home Office		CRB - Criminal Records Bureau		12.08.2011		Police costs per check	CRB - Criminal Records Bureau		Dorset Police Authority	http://dbpedia.org/page/Dorset_Police	16340  2		39198	
Home Office		CRB - Criminal Records Bureau		08.08.2011		Police costs per check	CRB - Criminal Records Bureau		Essex Police Authority Revenue	http://dbpedia.org/page/Essex_Police	16358  6		71326	
Home Office		CRB - Criminal Records Bureau		12.08.2011		Police costs per check	CRB - Criminal Records Bureau		Greater Manchester Police	http://dbpedia.org/page/Greater_Manchester_Police	16340  3		85058	
Home Office		CRB - Criminal Records Bureau		12.08.2011		Police costs per check	CRB - Criminal Records Bureau		Humberside Police Authority	http://dbpedia.org/page/Humberside_Police	16358  9		52627	
Home Office		CRB - Criminal Records Bureau		08.08.2011		Police costs per check	CRB - Criminal Records Bureau		Merseyside Police Authority	http://dbpedia.org/page/Merseyside_Police	16358  11		54138	
Home Office		CRB - Criminal Records Bureau		05.08.2011		Police costs per check	CRB - Criminal Records Bureau		The Metropolitan Police	http://dbpedia.org/page/Metropolitan_Police_Service	16340  5		602054	
Home Office		CRB - Criminal Records Bureau		05.08.2011		Police costs per check	CRB - Criminal Records Bureau		Northants Police Authority	http://dbpedia.org/page/Northamptonshire_Police	16329  6		26574	
Home Office		CRB - Criminal Records Bureau		12.08.2011		Police costs per check	CRB - Criminal Records Bureau		Northumbria Police	http://dbpedia.org/page/Northumbria_Police	16329  8		31406	
Home Office		CRB - Criminal Records Bureau		08.08.2011		Police costs per check	CRB - Criminal Records Bureau		Nottinghamshire Police Authori	http://dbpedia.org/page/Nottinghamshire_Police	16358  12		65102	
Home Office		CRB - Criminal Records Bureau		05.08.2011		Police costs per check	CRB - Criminal Records Bureau		North Wales Police Funding Acc	http://dbpedia.org/page/North_Wales_Police	16340  9		65106	
Home Office		CRB - Criminal Records Bureau		08.08.2011		Police costs per check	CRB - Criminal Records Bureau		North Yorkshire Police Authori	http://dbpedia.org/page/North_Yorkshire_Police	16329  10		32210	
Home Office		CRB - Criminal Records Bureau		08.08.2011		Police costs per check	CRB - Criminal Records Bureau		South Yorkshire Police	http://dbpedia.org/page/South_Yorkshire_Police	16340  12		31502	
Home Office		CRB - Criminal Records Bureau		08.08.2011		Police costs per check	CRB - Criminal Records Bureau		Staffordshire Police Authority	http://dbpedia.org/page/Staffordshire_Police	16340  13		29752	
Home Office		CRB - Criminal Records Bureau		12.08.2011		Police costs per check	CRB - Criminal Records Bureau		Surrey Police Authority	http://dbpedia.org/page/Surrey_Police	16340  14		33333	
Home Office		CRB - Criminal Records Bureau		08.08.2011		Police costs per check	CRB - Criminal Records Bureau		Thames Valley Police Authority	http://dbpedia.org/page/Thames_Valley_Police	16358  14		227078	
Home Office		CRB - Criminal Records Bureau		11.08.2011		Police costs per check	CRB - Criminal Records Bureau		West Yorkshire Police	http://dbpedia.org/page/West_Yorkshire_Police	16340  17		66527	
Home Office		CRB - Criminal Records Bureau		08.09.2011		Public Private Partnership contract / agreement	CRB - Criminal Records Bureau		Capita Business Services Ltd	http://dbpedia.org/page/Capita	16352  11		301496	
Home Office		CRB - Criminal Records Bureau		05.09.2011		Public Private Partnership contract / agreement	CRB - Criminal Records Bureau		Capita Business Services Ltd		16308  1		671156	
Home Office		CRB - Criminal Records Bureau		18.08.2011		Payroll	CRB - Criminal Records Bureau		HOPPS	http://userannotation/na	16430  1		1176753	
Home Office		CRB - Criminal Records Bureau		18.08.2011		Accommodation	CRB - Criminal Records Bureau		CB RICHARD ELLIS	http://dbpedia.org/page/CBRE_Group	16381  4		57594	
Home Office		CRB - Criminal Records Bureau		05.08.2011		Accommodation	CRB - Criminal Records Bureau		CB RICHARD ELLIS		16381  4		21360	
Home Office		CRB - Criminal Records Bureau		18.08.2011		IT running Costs	CRB - Criminal Records Bureau		Home Office	http://dbpedia.org/page/Home_Office	16323  1		293510	
Home Office		CRB - Criminal Records Bureau		18.08.2011		PNC costs	CRB - Criminal Records Bureau		NPIA	http://dbpedia.org/page/National_Policing_Improvement_Agency	16381  26		187368	
Home Office		ISA - Independent Safeguarding Authority	http://dbpedia.org/page/Independent_Safeguarding_Authority	03.08.2011		Audit Fees	ISA - Independent Safeguarding Authority	http://dbpedia.org/page/Independent_Safeguarding_Authority	National Audit Office	http://dbpedia.org/page/National_Audit_Office_(United_Kingdom)	3732		35000	
Home Office		ISA - Independent Safeguarding Authority		17.08.2011		IT & Telephony	ISA - Independent Safeguarding Authority		Home Office	http://dbpedia.org/page/Home_Office	3785		162625	
Home Office		SOCA - Serious Organised Crime Agency	http://dbpedia.org/page/Serious_Organised_Crime_Agency	22.07.2011		Office and General Expenses	Investment Board	http://userannotation/na	INTERSERVE FM LTD	http://dbpedia.org/page/Interserve	82751		26157	
Home Office		SOCA - Serious Organised Crime Agency		25.07.2011		Forensic Fees	Intelligence	http://dbpedia.org/page/Intelligence_assessment	FORENSIC SCIENCE SERVICE	http://dbpedia.org/page/Forensic_Science_Service	82783		35109	
Home Office		SOCA - Serious Organised Crime Agency		25.07.2011		Forensic Fees	Intelligence		FORENSIC SCIENCE SERVICE		82785		45400	
Home Office		SOCA - Serious Organised Crime Agency		26.07.2011		IT Expenses	Corporate Services	http://dbpedia.org/resource/Corporate_services	LOGICA UK LTD	http://dbpedia.org/page/Logica	82895		2066336	
Home Office		SOCA - Serious Organised Crime Agency		26.07.2011		Other Subscrip!ion	Intervention	http://dbpedia.org/page/Intervention	FOREIGN & COMMONWEALTH OFFICE	http://dbpedia.org/page/Foreign_and_Commonwealth_Office	82907		1780000	
Home Office		SOCA - Serious Organised Crime Agency		27.07.2011		Salaries and Allowances -Seconded Officers	Non-SOCA Business	http://userannotation/na	STRATHCLYDE JOINT POLICE BOARD	http://userannotation/na	83085		9806	
Home Office		SOCA - Serious Organised Crime Agency		27.07.2011		Salaries and Allowances -Seconded Officers	Non-SOCA Business		STRATHCLYDE JOINT POLICE BOARD		83085		14651	
Home Office		SOCA - Serious Organised Crime Agency		27.07.2011		Salaries and Allowances -permanently employed	Non-SOCA Business		STRATHCLYDE JOINT POLICE BOARD		83085		2269	
Home Office		SOCA - Serious Organised Crime Agency		27.07.2011		IT Expenses	Intelligence	http://dbpedia.org/page/Intelligence_assessment	BT	http://dbpedia.org/page/BT_Group	83099		155596	
Home Office		SOCA - Serious Organised Crime Agency		27.07.2011		Operational and Communications Costs	Intelligence		HOME OFFICE PAY & SUPER'N SERV	http://userannotation/na	83100		100381	
Home Office		SOCA - Serious Organised Crime Agency		28.07.2011		Professional Services and Fees	Non-SOCA Business	http://userannotation/na	CHURCHES		83171		25651	
Home Office		SOCA - Serious Organised Crime Agency		28.07.2011		IT Expenses	Corporate Services	http://dbpedia.org/resource/Corporate_services	KIER BUILDING SERVICES	http://dbpedia.org/page/Kier_Group	83210		11023	
Home Office		SOCA - Serious Organised Crime Agency		28.07.2011		Premises	Corporate Services		KIER BUILDING SERVICES		83210		49607	
Home Office		SOCA - Serious Organised Crime Agency		01.08.2011		IT Expenses	Corporate Services		L-3 COMMUNICATIONS ASA LTD	http://dbpedia.org/page/L-3_Communications	83498		28854	
Home Office		SOCA - Serious Organised Crime Agency		01.08.2011		IT Expenses	Corporate Services		L-3 COMMUNICATIONS ASA LTD		83505		205583	
Home Office		SOCA - Serious Organised Crime Agency		01.08.2011		Professional Services and Fees	Corporate Services		NATIONAL AUDIT OFFICE	http://dbpedia.org/page/National_Audit_Office_(United_Kingdom)	83520		132000	
Home Office		SOCA - Serious Organised Crime Agency		03.08.2011		Property Plant & Equipment	Investment Board	http://userannotation/na	DRIVERS JONAS DELOITTE	http://dbpedia.org/page/Drivers_Jonas	83694		46286	
Home Office		SOCA - Serious Organised Crime Agency		05.08.2011		PFI Contract Charges	Corporate Services	http://dbpedia.org/resource/Corporate_services	SERCO	http://dbpedia.org/page/Serco_Group	83844		95925	
Home Office		SOCA - Serious Organised Crime Agency		05.08.2011		IT Expenses	Non-SOCA Business	http://userannotation/na	FCO SERVICES	http://dbpedia.org/page/FCO_Services	83856		130320	
Home Office		SOCA - Serious Organised Crime Agency		05.08.2011		Premises	Investment Board		OCS GROUP UK LTD (OCS SECURITY)	http://userannotation/na	83897		42717	
Home Office		SOCA - Serious Organised Crime Agency		05.08.2011		Premises	Corporate Services	http://dbpedia.org/resource/Corporate_services	OCS GROUP UK LTD (OCS SECURITY)		83902		181554	
Home Office		SOCA - Serious Organised Crime Agency		05.08.2011		IT Expenses	Corporate Services		OGC BUYING SOLUTIONS	http://dbpedia.org/page/Crown_Commercial_Service	83930		260118	
Home Office		SOCA - Serious Organised Crime Agency		05.08.2011		Intangibles non-current assets	Non-SOCA Business	http://userannotation/na	BT	http://dbpedia.org/page/BT_Group	83953		126000	
Home Office		SOCA - Serious Organised Crime Agency		05.08.2011		IT Expenses	Corporate Services	http://dbpedia.org/resource/Corporate_services	BT		83973		26089	
Home Office		SOCA - Serious Organised Crime Agency		05.08.2011		Operational and Communications Costs	Corporate Services		BT		83973		703	
